id	player_name	pass_team	home_team	away_team	pass_type	start_x	start_y	end_x	end_y
3723	Mounir Obbadi	Lille	Lille	PSG	failed	68.9	58.3	81.2	50.5
3723	Mounir Obbadi	Lille	Lille	PSG	failed	70.7	41.9	72.2	46.0
3066	Brandão	Bastia	Bastia	Rennes	completed	89.0	50.7	73.7	54.8
3076	Jean-Louis Leca	Bastia	Bastia	Rennes	failed	14.4	50.9	81.2	40.7
4168	Pedro Mendes	Rennes	Bastia	Rennes	failed	39.4	8.0	90.8	34.4
3598	Alexander Djiku	Bastia	Bastia	Rennes	failed	48.0	18.2	75.4	38.2
3210	Gelson Fernandes	Rennes	Bastia	Rennes	failed	62.4	29.3	87.8	38.5
3225	Sylvain Armand	Rennes	Bastia	Rennes	completed	33.1	77.9	64.3	47.6
3270	Sadio Diallo	Bastia	Bastia	Rennes	completed	69.5	48.7	64.3	57.9
4168	Pedro Mendes	Rennes	Bastia	Rennes	failed	69.6	31.9	90.9	51.9
3066	Brandão	Bastia	Bastia	Rennes	failed	96.3	28.0	89.7	40.5
3069	Sébastien Squillaci	Bastia	Bastia	Rennes	failed	42.3	19.3	76.0	46.6
3270	Sadio Diallo	Bastia	Bastia	Rennes	completed	75.5	74.6	93.5	34.9
4167	Seko Fofana	Bastia	Bastia	Rennes	completed	72.2	54.4	68.7	43.8
3073	Floyd Ayité	Bastia	Bastia	Rennes	completed	72.1	46.4	72.2	54.4
3078	Yannick Cahuzac	Bastia	Bastia	Rennes	completed	61.0	38.0	72.1	46.4
4167	Seko Fofana	Bastia	Bastia	Rennes	completed	66.9	48.5	61.4	35.6
3270	Sadio Diallo	Bastia	Bastia	Rennes	completed	76.7	38.3	66.9	48.5
3073	Floyd Ayité	Bastia	Bastia	Rennes	completed	73.3	5.8	76.7	38.3
3210	Gelson Fernandes	Rennes	Bastia	Rennes	completed	65.1	53.0	67.7	44.0
3073	Floyd Ayité	Bastia	Bastia	Rennes	completed	74.9	58.7	66.2	50.7
4169	Yacouba Sylla	Rennes	Bastia	Rennes	failed	62.0	84.2	76.3	42.5
3082	Francois Kamano	Bastia	Bastia	Rennes	completed	86.0	61.7	76.0	57.3
3069	Sébastien Squillaci	Bastia	Bastia	Rennes	failed	43.9	15.0	74.3	38.0
3079	Francois Modesto	Bastia	Bastia	Rennes	completed	72.5	81.2	77.1	40.1
3082	Francois Kamano	Bastia	Bastia	Rennes	failed	77.8	84.0	74.9	49.1
3076	Jean-Louis Leca	Bastia	Bastia	Rennes	failed	14.9	39.7	67.3	30.5
3076	Jean-Louis Leca	Bastia	Bastia	Rennes	failed	11.9	47.4	74.3	38.2
3270	Sadio Diallo	Bastia	Bastia	Rennes	completed	66.6	67.1	64.1	49.7
3270	Sadio Diallo	Bastia	Bastia	Rennes	completed	74.8	38.9	67.6	36.6
3073	Floyd Ayité	Bastia	Bastia	Rennes	completed	69.5	51.9	61.8	48.5
4167	Seko Fofana	Bastia	Bastia	Rennes	completed	52.8	49.9	69.5	51.9
4168	Pedro Mendes	Rennes	Bastia	Rennes	failed	41.2	20.5	100.0	55.4
3073	Floyd Ayité	Bastia	Bastia	Rennes	failed	65.5	22.7	75.8	48.9
3219	Steven Moreira	Rennes	Bastia	Rennes	failed	49.5	20.9	61.8	40.7
4168	Pedro Mendes	Rennes	Bastia	Rennes	failed	43.0	15.0	67.2	40.3
3225	Sylvain Armand	Rennes	Bastia	Rennes	completed	33.5	75.6	76.6	32.3
3225	Sylvain Armand	Rennes	Bastia	Rennes	failed	35.4	80.5	85.2	52.8
3079	Francois Modesto	Bastia	Bastia	Rennes	failed	27.8	68.9	60.6	38.3
3270	Sadio Diallo	Bastia	Bastia	Rennes	failed	50.1	54.6	75.5	54.2
4145	Ermir Lenjani	Rennes	Bastia	Rennes	failed	92.3	66.5	85.2	47.6
3270	Sadio Diallo	Bastia	Bastia	Rennes	completed	69.1	85.2	70.7	46.4
3219	Steven Moreira	Rennes	Bastia	Rennes	completed	76.7	45.6	70.2	36.6
4103	Giovanni Sio	Rennes	Bastia	Rennes	completed	81.4	62.4	77.7	43.2
3225	Sylvain Armand	Rennes	Bastia	Rennes	failed	36.3	75.8	77.3	31.7
3223	Pedro Henrique	Rennes	Bastia	Rennes	failed	65.1	27.2	74.3	49.7
3082	Francois Kamano	Bastia	Bastia	Rennes	failed	69.3	32.5	81.5	41.1
3069	Sébastien Squillaci	Bastia	Bastia	Rennes	failed	43.2	30.3	67.6	30.5
3270	Sadio Diallo	Bastia	Bastia	Rennes	failed	51.8	60.3	71.3	40.3
4167	Seko Fofana	Bastia	Bastia	Rennes	completed	69.3	35.8	66.3	57.9
3598	Alexander Djiku	Bastia	Bastia	Rennes	completed	71.5	4.1	69.3	35.8
3270	Sadio Diallo	Bastia	Bastia	Rennes	completed	52.8	33.3	66.5	32.9
3223	Pedro Henrique	Rennes	Bastia	Rennes	failed	47.9	13.1	62.0	34.8
3069	Sébastien Squillaci	Bastia	Bastia	Rennes	failed	43.6	22.1	96.5	34.8
3066	Brandão	Bastia	Bastia	Rennes	completed	70.6	55.4	63.7	43.8
3270	Sadio Diallo	Bastia	Bastia	Rennes	completed	66.5	47.0	68.0	34.0
4167	Seko Fofana	Bastia	Bastia	Rennes	completed	58.4	20.3	66.5	47.0
3078	Yannick Cahuzac	Bastia	Bastia	Rennes	failed	99.7	71.3	96.4	59.9
4168	Pedro Mendes	Rennes	Bastia	Rennes	completed	41.0	31.7	61.1	31.9
3079	Francois Modesto	Bastia	Bastia	Rennes	failed	28.5	76.9	68.5	54.6
4168	Pedro Mendes	Rennes	Bastia	Rennes	failed	45.7	17.4	68.7	30.9
4168	Pedro Mendes	Rennes	Bastia	Rennes	failed	34.6	13.7	94.5	30.1
3216	Ola Toivonen	Rennes	Bastia	Rennes	failed	64.8	44.2	76.9	45.4
3219	Steven Moreira	Rennes	Bastia	Rennes	completed	58.3	17.8	61.7	33.8
3217	Kamil Grosicki	Rennes	Bastia	Rennes	completed	54.2	52.3	64.4	35.6
4103	Giovanni Sio	Rennes	Bastia	Rennes	completed	78.2	5.1	65.2	33.1
4103	Giovanni Sio	Rennes	Bastia	Rennes	failed	61.7	33.8	91.8	51.1
3216	Ola Toivonen	Rennes	Bastia	Rennes	completed	86.7	57.3	74.7	51.9
3225	Sylvain Armand	Rennes	Bastia	Rennes	failed	49.4	78.9	82.5	43.2
3078	Yannick Cahuzac	Bastia	Bastia	Rennes	failed	37.8	43.0	61.3	55.2
3211	Benoit Costil	Rennes	Bastia	Rennes	failed	4.6	54.8	66.7	54.2
3076	Jean-Louis Leca	Bastia	Bastia	Rennes	failed	15.2	33.6	74.8	35.4
3216	Ola Toivonen	Rennes	Bastia	Rennes	completed	66.1	35.2	76.6	39.7
3216	Ola Toivonen	Rennes	Bastia	Rennes	completed	75.6	51.7	82.3	44.4
4169	Yacouba Sylla	Rennes	Bastia	Rennes	completed	69.9	39.9	75.6	51.7
4169	Yacouba Sylla	Rennes	Bastia	Rennes	completed	57.6	25.6	61.0	37.2
3213	Mexer	Rennes	Bastia	Rennes	failed	92.8	18.8	92.6	32.3
4169	Yacouba Sylla	Rennes	Bastia	Rennes	failed	82.3	44.4	76.0	55.4
4168	Pedro Mendes	Rennes	Bastia	Rennes	failed	26.6	24.2	75.6	43.2
3241	Gaël Danic	Bastia	Bastia	Rennes	failed	62.1	26.8	79.5	44.0
3117	Julien Féret	Caen	Marseille	Caen	completed	70.7	22.9	64.0	46.8
4171	Karim Rekik	Marseille	Marseille	Caen	failed	44.7	79.3	85.6	32.7
3477	Abdel Barrada	Marseille	Marseille	Caen	failed	52.5	73.0	62.5	54.8
3477	Abdel Barrada	Marseille	Marseille	Caen	completed	69.5	52.1	84.6	56.4
3097	Benjamin Mendy	Marseille	Marseille	Caen	completed	63.7	92.8	69.1	55.0
3932	Andy Delort	Caen	Marseille	Caen	failed	67.6	33.3	68.7	33.1
3107	Dennis Appiah	Caen	Marseille	Caen	completed	67.6	17.4	86.6	56.6
3584	Alaeddine Yahia	Caen	Marseille	Caen	failed	63.9	8.8	71.8	32.5
3109	Emmanuel Imorou	Caen	Marseille	Caen	failed	85.9	100.0	92.2	58.5
3932	Andy Delort	Caen	Marseille	Caen	failed	62.1	62.0	89.3	59.5
3088	Stephane Sparagna	Marseille	Marseille	Caen	failed	35.0	44.0	95.3	31.7
3105	Lenny Nangis	Caen	Marseille	Caen	failed	94.5	63.0	88.2	31.9
3097	Benjamin Mendy	Marseille	Marseille	Caen	completed	62.8	83.6	70.7	47.2
3097	Benjamin Mendy	Marseille	Marseille	Caen	completed	66.2	94.2	89.7	58.1
3102	Rémy Vercoutre	Caen	Marseille	Caen	completed	14.5	43.2	64.7	33.1
3084	Romain Alessandrini	Marseille	Marseille	Caen	failed	58.3	24.8	69.5	31.1
3084	Romain Alessandrini	Marseille	Marseille	Caen	failed	72.3	27.4	97.9	47.7
3099	Brice Dja Djédjé	Marseille	Marseille	Caen	failed	94.2	14.3	86.6	43.8
3105	Lenny Nangis	Caen	Marseille	Caen	failed	64.7	33.1	68.1	43.4
3084	Romain Alessandrini	Marseille	Marseille	Caen	failed	73.7	8.0	98.9	49.7
3092	Florian Thauvin	Marseille	Marseille	Caen	failed	58.8	73.8	100.0	57.7
3102	Rémy Vercoutre	Caen	Marseille	Caen	failed	11.0	34.8	63.5	52.3
4171	Karim Rekik	Marseille	Marseille	Caen	failed	28.7	26.6	73.6	35.2
3501	Mario Lemina	Marseille	Marseille	Caen	completed	70.6	34.0	75.8	32.1
3477	Abdel Barrada	Marseille	Marseille	Caen	completed	69.1	18.0	77.3	32.1
3477	Abdel Barrada	Marseille	Marseille	Caen	completed	67.6	54.4	61.0	54.6
3446	Jacques-Alaixys Romao	Marseille	Marseille	Caen	completed	62.8	80.3	67.6	54.4
3102	Rémy Vercoutre	Caen	Marseille	Caen	failed	8.5	47.6	65.9	38.7
3180	Jonathan Delaplace	Caen	Marseille	Caen	failed	20.0	50.1	72.2	54.2
3501	Mario Lemina	Marseille	Marseille	Caen	failed	85.5	66.2	90.0	53.8
3501	Mario Lemina	Marseille	Marseille	Caen	completed	73.2	56.6	64.8	51.1
3092	Florian Thauvin	Marseille	Marseille	Caen	completed	74.1	84.2	72.8	58.1
3084	Romain Alessandrini	Marseille	Marseille	Caen	completed	77.1	17.0	82.3	36.6
3099	Brice Dja Djédjé	Marseille	Marseille	Caen	completed	76.7	21.1	74.7	33.8
4171	Karim Rekik	Marseille	Marseille	Caen	completed	65.9	66.4	84.8	35.4
3446	Jacques-Alaixys Romao	Marseille	Marseille	Caen	failed	84.8	35.4	85.3	41.3
3501	Mario Lemina	Marseille	Marseille	Caen	failed	70.3	66.7	86.0	31.9
3088	Stephane Sparagna	Marseille	Marseille	Caen	completed	44.3	25.4	62.4	36.6
3088	Stephane Sparagna	Marseille	Marseille	Caen	completed	66.1	42.3	67.7	44.2
3477	Abdel Barrada	Marseille	Marseille	Caen	completed	74.4	62.4	66.1	42.3
3102	Rémy Vercoutre	Caen	Marseille	Caen	failed	13.9	43.8	62.2	41.7
4171	Karim Rekik	Marseille	Marseille	Caen	failed	95.4	64.3	100.0	33.4
3092	Florian Thauvin	Marseille	Marseille	Caen	completed	55.5	53.4	64.6	39.9
3477	Abdel Barrada	Marseille	Marseille	Caen	completed	66.2	57.9	69.6	34.8
3097	Benjamin Mendy	Marseille	Marseille	Caen	completed	68.4	63.4	64.1	37.6
3099	Brice Dja Djédjé	Marseille	Marseille	Caen	failed	31.8	38.9	65.0	59.7
3501	Mario Lemina	Marseille	Marseille	Caen	completed	59.5	42.7	69.2	51.7
3501	Mario Lemina	Marseille	Marseille	Caen	failed	54.2	43.8	68.7	31.3
3932	Andy Delort	Caen	Marseille	Caen	failed	73.3	73.0	95.7	56.0
3092	Florian Thauvin	Marseille	Marseille	Caen	failed	86.3	65.2	90.2	45.2
3117	Julien Féret	Caen	Marseille	Caen	failed	63.9	52.8	88.5	51.5
4171	Karim Rekik	Marseille	Marseille	Caen	failed	66.1	64.2	70.4	52.1
3085	Michy	Marseille	Marseille	Caen	completed	86.7	28.4	86.3	34.0
3325	Georges-Kévin Nkoudou Mbida	Marseille	Marseille	Caen	completed	51.3	76.9	80.4	36.2
3202	Bouna Sarr	Marseille	Marseille	Caen	completed	66.7	35.6	77.3	53.6
4171	Karim Rekik	Marseille	Marseille	Caen	completed	63.6	80.3	64.0	50.5
3202	Bouna Sarr	Marseille	Marseille	Caen	completed	74.4	27.2	72.3	40.5
3584	Alaeddine Yahia	Caen	Marseille	Caen	failed	26.2	17.8	61.8	33.5
3256	Lucas Ocampos	Marseille	Marseille	Caen	failed	77.3	53.6	89.2	36.2
3446	Jacques-Alaixys Romao	Marseille	Marseille	Caen	failed	64.6	43.6	85.6	37.2
3097	Benjamin Mendy	Marseille	Marseille	Caen	completed	90.0	100.0	71.7	59.9
4171	Karim Rekik	Marseille	Marseille	Caen	completed	57.7	67.1	62.4	50.1
3446	Jacques-Alaixys Romao	Marseille	Marseille	Caen	completed	65.4	51.9	70.4	53.0
3256	Lucas Ocampos	Marseille	Marseille	Caen	completed	74.8	87.9	64.0	57.1
3325	Georges-Kévin Nkoudou Mbida	Marseille	Marseille	Caen	failed	60.3	41.3	79.9	56.4
3097	Benjamin Mendy	Marseille	Marseille	Caen	failed	70.2	40.7	71.5	34.8
3325	Georges-Kévin Nkoudou Mbida	Marseille	Marseille	Caen	failed	77.1	18.8	86.8	45.6
3101	Steve Mandanda	Marseille	Marseille	Caen	failed	14.0	53.8	69.5	41.9
3113	Herve Bazile	Caen	Marseille	Caen	failed	81.2	67.5	82.9	51.1
3477	Abdel Barrada	Marseille	Marseille	Caen	completed	86.9	42.1	90.5	34.5
3325	Georges-Kévin Nkoudou Mbida	Marseille	Marseille	Caen	completed	91.9	31.6	87.6	36.5
3117	Julien Féret	Caen	Marseille	Caen	failed	78.6	48.9	83.1	52.4
3973	Thomas Mangani	Angers	Montpellier	Angers	completed	85.2	28.7	86.8	57.0
3557	Bryan Dabo	Montpellier	Montpellier	Angers	completed	61.4	14.3	69.7	42.1
3521	Joris Marveaux	Montpellier	Montpellier	Angers	completed	52.9	44.8	69.2	32.5
4184	Romain Saiss	Angers	Montpellier	Angers	completed	81.1	38.5	85.1	33.5
4182	Yoann Andreu	Angers	Montpellier	Angers	completed	76.0	73.0	89.6	39.9
3292	Geoffrey Jourdren	Montpellier	Montpellier	Angers	failed	18.5	44.2	64.6	50.7
3292	Geoffrey Jourdren	Montpellier	Montpellier	Angers	failed	20.8	16.2	70.2	32.3
4180	Cheikh Ndoye	Angers	Montpellier	Angers	failed	84.6	32.8	98.9	42.3
4180	Cheikh Ndoye	Angers	Montpellier	Angers	failed	89.6	39.9	84.4	42.7
4184	Romain Saiss	Angers	Montpellier	Angers	failed	61.1	33.6	70.3	39.9
4178	Billy Ketkeophomphone	Angers	Montpellier	Angers	failed	58.0	28.2	70.4	44.6
3288	Jonas Martin	Montpellier	Montpellier	Angers	completed	71.7	66.2	67.3	58.9
3521	Joris Marveaux	Montpellier	Montpellier	Angers	completed	49.5	42.7	72.8	43.0
3521	Joris Marveaux	Montpellier	Montpellier	Angers	failed	47.6	67.5	74.1	53.4
3287	Anthony Mounier	Montpellier	Montpellier	Angers	failed	67.3	58.9	73.7	53.0
3278	Gilles Sunu	Angers	Montpellier	Angers	failed	78.5	72.8	80.5	45.8
3633	Abdoul Camara	Angers	Montpellier	Angers	completed	90.0	74.0	85.9	58.5
4188	Rami Bensebaini	Montpellier	Montpellier	Angers	completed	52.9	52.3	60.7	32.1
4184	Romain Saiss	Angers	Montpellier	Angers	completed	58.7	44.6	72.2	52.1
3284	Daniel Congré	Montpellier	Montpellier	Angers	completed	53.8	79.3	65.2	58.3
4188	Rami Bensebaini	Montpellier	Montpellier	Angers	failed	49.8	34.0	69.2	37.0
3557	Bryan Dabo	Montpellier	Montpellier	Angers	failed	62.2	38.3	67.8	36.6
3292	Geoffrey Jourdren	Montpellier	Montpellier	Angers	failed	22.5	34.4	71.5	36.0
4180	Cheikh Ndoye	Angers	Montpellier	Angers	failed	72.2	52.1	89.8	41.7
3278	Gilles Sunu	Angers	Montpellier	Angers	completed	61.7	62.6	64.8	52.8
3072	Ryad Boudebouz	Montpellier	Montpellier	Angers	completed	60.0	35.8	61.3	47.6
3072	Ryad Boudebouz	Montpellier	Montpellier	Angers	failed	59.4	7.6	75.1	54.0
3557	Bryan Dabo	Montpellier	Montpellier	Angers	completed	72.1	31.5	62.1	44.0
3294	Souleymane Camara	Montpellier	Montpellier	Angers	completed	69.6	41.5	72.2	33.3
3633	Abdoul Camara	Angers	Montpellier	Angers	failed	57.7	58.3	81.5	47.2
3288	Jonas Martin	Montpellier	Montpellier	Angers	failed	71.1	88.3	72.1	59.9
3521	Joris Marveaux	Montpellier	Montpellier	Angers	failed	32.3	52.8	60.9	52.6
3973	Thomas Mangani	Angers	Montpellier	Angers	failed	61.3	70.1	70.6	48.5
3287	Anthony Mounier	Montpellier	Montpellier	Angers	failed	69.3	63.0	79.7	50.1
3633	Abdoul Camara	Angers	Montpellier	Angers	completed	77.3	84.6	65.4	58.5
3292	Geoffrey Jourdren	Montpellier	Montpellier	Angers	failed	9.8	43.2	66.9	41.1
3973	Thomas Mangani	Angers	Montpellier	Angers	failed	69.1	60.7	76.0	54.4
4180	Cheikh Ndoye	Angers	Montpellier	Angers	completed	63.7	56.6	66.6	32.5
4184	Romain Saiss	Angers	Montpellier	Angers	completed	62.4	78.5	62.4	58.3
3284	Daniel Congré	Montpellier	Montpellier	Angers	completed	35.7	63.2	60.7	44.8
4180	Cheikh Ndoye	Angers	Montpellier	Angers	failed	83.1	47.7	98.0	52.3
4178	Billy Ketkeophomphone	Angers	Montpellier	Angers	failed	45.0	35.0	71.1	51.5
4188	Rami Bensebaini	Montpellier	Montpellier	Angers	failed	53.5	54.2	68.0	59.1
4180	Cheikh Ndoye	Angers	Montpellier	Angers	completed	64.0	30.9	70.2	41.1
3288	Jonas Martin	Montpellier	Montpellier	Angers	completed	67.8	17.8	61.7	32.5
3633	Abdoul Camara	Angers	Montpellier	Angers	failed	52.7	59.3	85.3	52.1
4185	Vincent Manceau	Angers	Montpellier	Angers	completed	64.6	22.9	82.6	44.4
3294	Souleymane Camara	Montpellier	Montpellier	Angers	completed	63.2	40.5	68.2	44.8
3292	Geoffrey Jourdren	Montpellier	Montpellier	Angers	completed	12.1	20.5	63.2	40.5
3288	Jonas Martin	Montpellier	Montpellier	Angers	completed	60.2	69.5	65.5	35.4
3072	Ryad Boudebouz	Montpellier	Montpellier	Angers	failed	75.9	24.2	89.2	36.4
3288	Jonas Martin	Montpellier	Montpellier	Angers	completed	58.8	34.8	65.8	48.3
3292	Geoffrey Jourdren	Montpellier	Montpellier	Angers	completed	13.4	34.4	65.0	40.9
3294	Souleymane Camara	Montpellier	Montpellier	Angers	failed	65.0	40.9	73.4	43.8
3284	Daniel Congré	Montpellier	Montpellier	Angers	failed	30.0	18.8	69.9	59.1
4175	Ludovic Butelle	Angers	Montpellier	Angers	failed	11.9	60.3	66.6	56.8
3287	Anthony Mounier	Montpellier	Montpellier	Angers	completed	65.6	64.8	72.3	54.2
3557	Bryan Dabo	Montpellier	Montpellier	Angers	completed	33.1	27.4	63.1	36.2
3299	Steve Mounie	Montpellier	Montpellier	Angers	completed	81.0	46.2	77.0	57.9
3288	Jonas Martin	Montpellier	Montpellier	Angers	completed	76.3	77.7	81.0	46.2
3287	Anthony Mounier	Montpellier	Montpellier	Angers	completed	74.1	10.3	81.9	48.9
3072	Ryad Boudebouz	Montpellier	Montpellier	Angers	failed	73.6	58.1	76.0	53.2
4188	Rami Bensebaini	Montpellier	Montpellier	Angers	failed	43.5	65.2	67.0	42.3
4180	Cheikh Ndoye	Angers	Montpellier	Angers	failed	61.0	10.3	84.9	31.1
3973	Thomas Mangani	Angers	Montpellier	Angers	completed	40.4	62.8	65.6	57.7
3292	Geoffrey Jourdren	Montpellier	Montpellier	Angers	failed	28.2	51.5	70.3	45.4
4188	Rami Bensebaini	Montpellier	Montpellier	Angers	completed	41.3	68.5	69.3	31.3
3292	Geoffrey Jourdren	Montpellier	Montpellier	Angers	completed	21.9	35.8	71.1	47.2
3072	Ryad Boudebouz	Montpellier	Montpellier	Angers	failed	95.0	26.2	91.5	38.2
4180	Cheikh Ndoye	Angers	Montpellier	Angers	completed	61.1	43.2	63.5	55.4
3298	Mathieu Deplagne	Montpellier	Montpellier	Angers	completed	58.0	19.9	66.6	34.6
3633	Abdoul Camara	Angers	Montpellier	Angers	completed	66.3	55.6	67.4	45.0
3278	Gilles Sunu	Angers	Montpellier	Angers	completed	76.0	50.1	77.0	38.3
3289	Kévin Berigaud	Montpellier	Montpellier	Angers	completed	84.6	17.4	83.8	31.1
4177	Slimane Sissoko	Angers	Montpellier	Angers	failed	63.5	55.4	65.6	58.9
3287	Anthony Mounier	Montpellier	Montpellier	Angers	completed	85.7	24.2	83.8	32.1
3299	Steve Mounie	Montpellier	Montpellier	Angers	completed	45.8	46.4	65.1	46.0
4177	Slimane Sissoko	Angers	Montpellier	Angers	completed	86.2	45.8	83.8	46.4
4188	Rami Bensebaini	Montpellier	Montpellier	Angers	failed	93.9	65.4	88.6	31.5
3299	Steve Mounie	Montpellier	Montpellier	Angers	completed	65.5	63.2	69.1	48.9
3288	Jonas Martin	Montpellier	Montpellier	Angers	completed	57.0	68.3	66.3	54.8
3289	Kévin Berigaud	Montpellier	Montpellier	Angers	completed	74.8	19.9	73.7	43.6
3557	Bryan Dabo	Montpellier	Montpellier	Angers	completed	48.0	38.0	66.3	56.6
3997	Ismael Traoré	Angers	Montpellier	Angers	completed	46.1	52.3	67.3	37.6
4164	Mamadou N'Diaye	Montpellier	Montpellier	Angers	failed	63.2	95.1	76.3	49.9
4180	Cheikh Ndoye	Angers	Montpellier	Angers	failed	78.8	8.2	72.6	42.1
3289	Kévin Berigaud	Montpellier	Montpellier	Angers	completed	70.2	53.0	66.9	32.3
3785	Koffi Djidji	Nantes	Nantes	Guingamp	completed	24.5	21.1	66.1	41.5
3160	Dorian Leveque	Guingamp	Nantes	Guingamp	failed	77.2	100.0	93.9	58.8
3463	Adrien Thomasson	Nantes	Nantes	Guingamp	completed	75.9	25.8	77.0	38.9
3167	Lionel Mathis	Guingamp	Nantes	Guingamp	failed	47.1	21.5	71.4	42.7
3306	Emiliano Sala	Nantes	Nantes	Guingamp	failed	58.0	76.5	65.5	31.7
3306	Emiliano Sala	Nantes	Nantes	Guingamp	completed	72.6	46.4	73.2	56.2
4190	Adryan	Nantes	Nantes	Guingamp	completed	58.4	28.2	72.6	46.4
3156	Lars Jacobsen	Guingamp	Nantes	Guingamp	failed	27.0	4.1	65.1	32.1
3463	Adrien Thomasson	Nantes	Nantes	Guingamp	failed	80.0	40.1	80.0	47.7
3871	Léo Dubois	Nantes	Nantes	Guingamp	failed	78.5	0.0	91.1	37.2
3871	Léo Dubois	Nantes	Nantes	Guingamp	failed	71.5	0.0	93.0	34.2
3327	Birama Toure	Nantes	Nantes	Guingamp	completed	38.6	39.5	64.6	51.5
3333	Valentin Rongier	Nantes	Nantes	Guingamp	completed	68.1	68.7	83.0	59.1
